SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
2414,0,Revolving loans,F,N,N,1,18606,38804,1906,9917,Other_A,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.22575354421831956,-8657,-593,-795,-1082,4.600852983594835,1,1,1,1,1,0,1,2,2,WEDNESDAY,5,0.3928463973226164,0.4093218509217612,0.30741365980389496,0.21720408520130052,0.33141580722610825,0.2455070516494403,0.13659934137728855,0.04176435463252609,0.36408737179726575,0.23969363990021061,0.5956919257946311,0.6413797422417389,0.14007364738384465,0.31503220298310797,0.06375772501317571,0.2587656337213315,0.4163274104078761,0.21829923742911664,0.3239107424882568,0.19456364673337267,0.1570490266396754,0.6478326791291484,0.16781843578685615,0.6150916578604422,0.15595559852312996,0.1405966313778188,0.08133655477825825,0.12813569676609188,0.44262982214097135,0.2589779263465693,0.2797490998268831,0.20898447052511288,0.1102050634784787,0.12498128752374747,0.4017169030118707,0.26858796375312943,0.31221089867056734,0.10032068827190704,0.2342191709195149,0.25585065669290963,0.46383288945711404,0.3030876595847866,0.3052417581531768,0.09406873642544979,0.5107471637782802,0.09744495621309401,3,1,3,2,-170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,10,11,24
2415,0,Revolving loans,M,N,Y,2,11122,20022,4604,9082,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.5582398611752082,-13707,-2551,-4709,-570,2.376388284068859,0,0,1,1,1,0,0,3,2,FRIDAY,5,0.734104030932391,0.046086436625420335,0.4699253782553528,0.13206714760666646,0.5630287614973623,0.03800729153782977,0.2330507105794233,0.17284335781247195,0.5416371320107823,0.212923644183746,0.18607502048920957,0.46674955387076345,0.25165451409838724,0.5151712708415865,0.20248361093407244,0.14347148591538594,0.19799243355516113,0.3418615485911444,0.41048030580443823,0.23301711411391232,0.20990433283008228,0.3493872071907583,0.10977819356771518,0.26095513859154573,0.4427811782302689,0.0785022575166495,0.01592257223344296,0.14553455921436817,0.3236847821944433,0.3642670453029954,0.3824102496697487,0.2785883502608499,0.015476849942109638,0.5819129452293174,0.27033603288196534,0.3457562093788651,0.3492713565558364,0.21682148260513587,0.5350269492690948,0.1539770166408922,0.025945616371366262,0.23141162358656273,0.20401707313381529,0.5106596233959734,0.20927148959263,0.3776823075790701,2,1,2,0,-351,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,4,5,24
2416,0,Cash loans,F,Y,Y,0,12837,39253,1860,22373,"Spouse, partner",Working,Secondary / secondary special,Single / not married,House / apartment,0.05500632731624434,-3388,-74,-67,-1345,0.5786615510492966,1,0,1,1,1,0,1,1,3,TUESDAY,4,0.29090511457763985,0.46675346981891647,0.5662165946800458,0.44947122218966445,0.19160680851931167,0.07095033156793834,0.2519423725972408,0.22083643456524846,0.4385663184858159,0.7344667699912849,0.7410743868062517,0.21410275977895635,0.6232863109371092,0.11638409361238478,0.43539194061729425,0.3846910523003092,0.2614402543212345,0.3271118931283725,0.32456539511115035,0.24755342145500733,0.3349134702836827,0.19291132733118885,0.21314830788734818,0.16746096888364811,0.28989367949588135,0.18893484046031547,0.01413726598280509,0.1547105866349975,0.25244268442717493,0.37464260225988655,0.36740191900427555,0.22485918371988345,0.3552615116985231,0.1239141132871513,0.22676979253871357,0.22516901675148457,0.381701239909101,0.21656256073597505,0.44292142522930655,0.01747013571593747,0.5967684435810265,0.21462010618155575,0.3024916054778657,0.11634416478479366,0.11295498944312077,0.15888890556231564,3,0,2,1,-710,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2,4,14,16
2417,0,Cash loans,M,N,Y,0,8157,21731,3052,34931,Family,Commercial associate,Incomplete higher,Married,House / apartment,0.14269547898800647,-14472,-1585,-881,-1449,0.8988033023169605,1,1,0,1,1,1,2,2,2,SATURDAY,9,0.7348390557321282,0.8478155110233223,0.4199114688508208,0.10606053617701877,0.25278030662455697,0.14306852029248654,0.2656381792963522,0.12652301352200537,0.1814626475689557,0.47668054195736925,0.0817241847993599,0.24827017217681774,0.228536792381778,0.05495343854499748,0.3277041082439006,0.15965501971095192,0.3886925088701815,0.4188059201954637,0.42447951784986626,0.1721650920463022,0.33289036866165456,0.32430582297572125,0.35185958846646304,0.13351844426997697,0.32568134830157724,0.28419633846487097,0.4067729831214353,0.16773846253232438,0.2455531556214905,0.3934895678805725,0.138519698142686,0.4709982584570562,0.06615504488897518,0.036038807343683144,0.436518766822342,0.5514268822291326,0.10308621950204973,0.33622927163919053,0.042057035817252765,0.11933511071391283,0.10200346663703654,0.250253657552552,0.23103726646546024,0.2663850312863776,0.5363419004163131,0.0847997629115236,2,1,2,0,-87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,7,24
2418,0,Cash loans,F,N,N,1,17250,34112,1555,21498,Family,Working,Higher education,Single / not married,House / apartment,0.31118389729891854,-15836,-1891,-10097,-939,0.05351088532121698,1,1,0,1,1,1,1,1,2,FRIDAY,20,0.3019014591190046,0.5482375385837762,0.5761896412128874,0.1943728178904018,0.3299086781997685,0.29702701105240514,0.3681903717293616,0.04104718817032898,0.47519084559892544,0.30881472509908686,0.8106860657167907,0.017773198984401318,0.25411178691411274,0.1778873836295164,0.41595541251251444,0.044206785368686774,0.2090034505223064,0.1344079716962464,0.2527590583536152,0.729031594150459,0.1771329725726712,0.32338426362178274,0.19323759100917753,0.39953843005729295,0.2447245890939431,0.27338413036412545,0.021458725448787908,0.39133172946962924,0.13817672509811746,0.2803142591152476,0.16563666782166367,0.6791593962303694,0.16016827540759504,0.05227369088391775,0.2618586669360721,0.10340358272521458,0.4811958332683553,0.7189941250868641,0.36233322119571754,0.46088505878799646,0.30282531633964593,0.3796599269057363,0.29732238062322414,0.3554288784842752,0.49880590358550314,0.253379104897537,3,0,1,1,-56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,8,18
2419,0,Cash loans,M,N,Y,0,16000,7527,1970,11468,Unaccompanied,Working,Higher education,Widow,Rented apartment,0.23947804760036648,-13558,-3905,-1403,-31,0.8562285301884488,1,1,1,1,1,0,2,3,2,SUNDAY,16,0.43535675332372825,0.7326900032443142,0.9110178523421489,0.1518845190997352,0.549321256034159,0.038679651567761285,0.2765083868138182,0.1635336929926104,0.3842470762595538,0.15844657934448209,0.0806014016663143,0.062300927142575985,0.1023934001198564,0.08038450098623444,0.13853958221228527,0.17399091003286052,0.148959572031953,0.129753428493362,0.03921968827948483,0.366566970289791,0.009344539360299983,0.23949786143350132,0.09764326998274803,0.2942708777128232,0.2033393998175066,0.2693690181673302,0.35019478309895885,0.1667264823132576,0.3127558926331659,0.44051022691094066,0.10633082667440247,0.04267398065566196,0.39548315874358086,0.2620145145864799,0.04483882346715499,0.22174857126557115,0.4682806536907222,0.05600715743548364,0.06488989388804704,0.3224838780909704,0.29768162816427446,0.11095643337202364,0.41113034224058775,0.21644441779839987,0.4488506194053772,0.05850692518684788,2,1,1,0,-472,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,8,19
2420,0,Cash loans,F,N,Y,1,7485,11942,7577,11348,"Spouse, partner",Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.20706439523968517,-10400,-699,-252,-329,2.292385463103481,1,1,0,1,1,0,4,2,2,SATURDAY,19,0.6713501488257588,0.5429018337599916,0.8686412289408497,0.2625403189358682,0.11647039232646482,0.2547102952861722,0.16059253272600277,0.56859840200175,0.20137468910993192,0.3843153316167437,0.147421863832841,0.10007454078785108,0.1779438357585078,0.5223871113348043,0.40001447747612595,0.07830150850759028,0.2876664047625809,0.196002032290788,0.2556179418174387,0.2985879322848116,0.16604101782975014,0.2943550723696867,0.20809567391291367,0.5958722037601655,0.18052403226029157,0.2400502543124112,0.5281322133302397,0.30633794952736165,0.275542935944447,0.07798081080966589,0.7291202495256801,0.45807951422912646,0.36068249522785484,0.12106059732636569,0.37501493473386166,0.3405303272206898,0.19860299840708678,0.4489225417052057,0.16981076053711908,0.0034211164671604966,0.13461851855731177,0.44502684249485,0.1946454349106686,0.3403871460031003,0.4377875084475535,0.3254626260948215,1,0,2,1,-72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6,9,16
2421,0,Revolving loans,F,Y,N,2,35633,28247,1612,15142,Unaccompanied,Unemployed,Higher education,Single / not married,With parents,0.11151478065136088,-8426,-4833,-5,-1501,3.6131395697229456,1,1,1,1,1,0,1,1,2,WEDNESDAY,21,0.7734323234787059,0.8230231785708351,0.2605696970922775,0.5832945886273785,0.4858497706714425,0.005806899198531644,0.4808296996298483,0.3643107165151237,0.3032650543157277,0.28804167223760124,0.3761332454141809,0.13046748701246963,0.5005062524031259,0.697502169438409,0.09503422819420122,0.213285893869415,0.12337701026658104,0.37424170825941505,0.04242291820966272,0.053483856442096044,0.20738288012378375,0.14316765381502125,0.14554634867140737,0.32214697678460097,0.19728664770477883,0.1876784405243359,0.4686892693078955,0.4698377849397768,0.4449749806383107,0.5655318428301471,0.27401515587535996,0.08178130806666328,0.38823956086522116,0.07206843960168914,0.19746927424061253,0.5488965319703203,0.590598169076892,0.08913542625325155,0.40901245575047673,0.29588994333567287,0.6868099364356217,0.15135416400805182,0.018095969086013994,0.10693884899653469,0.2193070538734607,0.2552671291907645,3,0,4,0,-349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,22
2422,0,Cash loans,F,N,Y,0,6270,22204,3936,17390,Unaccompanied,Student,Higher education,Unknown,House / apartment,0.1470395833180466,-21247,-264,-2059,-128,1.5428240464013325,1,1,1,1,1,0,1,3,3,WEDNESDAY,14,0.29115121672156496,0.6916815343959937,0.35134009256083987,0.32396808014097905,0.24555402206465624,0.6930531063966864,0.6197551500770003,0.2768229055615296,0.2510077883379312,0.23854807925973184,0.4642432129627089,0.09618057640869072,0.3291368014229521,0.3059095027446487,0.43675257926008165,0.06928622003276591,0.24910887150116695,0.5601644589011975,0.23863760237409687,0.18916030628551922,0.19983517561764835,0.1955650690472014,0.5198846428903818,0.023054933246096487,0.2893690184062036,0.17936046054256125,0.3660443642276411,0.23592444940432078,0.17316564543287682,0.207816453061747,0.28909181334376427,0.5518707773274303,0.20273805998636313,0.48139891132623397,0.2497255783804521,0.55786334819312,0.140346763135244,0.4821300811422793,0.11368768608080419,0.3015186307386788,0.43586516335070324,0.23856736652472002,0.44203809191008564,0.4982083971975912,0.3563707834927743,0.33902497535241727,0,0,3,0,-110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,5,10,29
2423,0,Cash loans,M,Y,Y,0,15590,39068,2331,19688,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.07188134882236843,-16856,-2820,-1387,-30,3.8765962611790123,1,1,1,1,1,0,3,1,1,SUNDAY,2,0.5065229052484368,0.3982758303342974,0.4449128389835561,0.5016159518874281,0.25459683261496924,0.30797424446905886,0.17950947542926896,0.3145518300242576,0.19820521196705282,0.4137172532367652,0.2581493063953004,0.019561666519289075,0.12019115090772219,0.3656764242618378,0.4553179710496564,0.3038850974060074,0.2826884518836715,0.20733082621921212,0.29586795888766665,0.28231962314433723,0.3073953987307097,0.04315706704864702,0.1765191668924797,0.376000334109832,0.18595619223212753,0.10316591871260644,0.2938651975775066,0.6105776647092965,0.18730211527036433,0.17051783670597578,0.2624947270023062,0.3951882819578415,0.4395020439952129,0.24235713271396214,0.4164665216584129,0.061320813715657875,0.08137694941411128,0.10241832310494209,0.3165751200774378,0.3482407023025608,0.27925742130711806,0.3823291588296798,0.475221465014627,0.04926940417388519,0.13676801416197368,0.28879229572743326,3,0,0,0,-680,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,7,9,19
2424,0,Cash loans,M,Y,Y,1,7072,36877,1770,8680,Unaccompanied,Working,Lower secondary,Unknown,House / apartment,0.11873457829772663,-15407,-599,-329,-454,6.614501519601134,1,0,1,0,1,1,0,3,2,MONDAY,19,0.314844597383277,0.8332093990122093,0.49056152397648844,0.19799668549671817,0.14647427227691984,0.18923699984772396,0.042186433304951476,0.08837112535697836,0.4555184496896131,0.16289802031539716,0.11587764239011603,0.47109565090949107,0.3102786054725414,0.2075721464049022,0.3779652657888605,0.17836138524978623,0.22936718005716822,0.5766247842554044,0.5415328719107377,0.20300575128988751,0.20509085203817023,0.4849581319237167,0.33952808498871245,0.18177306582711125,0.13697394994118803,0.3627863202297439,0.28665988949086607,0.576941842995811,0.6643375963389715,0.5531361069510992,0.545462443343645,0.1208406232862647,0.4966847575521791,0.07203861592071738,0.42061009640978725,0.31234367280106723,0.38388818774123884,0.3073126951099999,0.1554588865168691,0.15247452110682821,0.0309123621357786,0.34799116481801884,0.5330158003994544,0.45855317908600723,0.401811713250705,0.17032826343547472,5,0,1,2,-168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,4,5,24
2425,0,Cash loans,M,Y,Y,1,2148,15755,2212,38929,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.09696081753470173,-14796,-1853,-2014,-148,1.055485229251779,1,1,0,1,1,1,4,2,3,TUESDAY,22,0.7032114123143319,0.7867173361482451,0.29168527635670993,0.443082869567571,0.28269171454874276,0.17609284987551882,0.429370799177658,0.31484741316535214,0.3044905377945559,0.06973305936765913,0.3867418794858451,0.42841141092504126,0.2050053102814924,0.13038876770745503,0.4099638125284886,0.04293766128789146,0.503683427370969,0.17905160538243434,0.16089801656988958,0.1762209882757679,0.25228874173302795,0.5910040026545437,0.36897702147689504,0.32654539226226986,0.30964005547729817,0.5253508297529821,0.18719466212406718,0.6611849047670806,0.26721940411430223,0.24707565120365083,0.6241102394040088,0.33522919894024217,0.016315523327507225,0.23173746970816447,0.34593116800073254,0.16940105812160863,0.3096034371687019,0.2633119591375486,0.044337883472683734,0.5660370237557156,0.29406087951498683,0.11102293062628495,0.24526386884608004,0.31000500011316706,0.46029746626868,0.16613152833316183,2,0,4,0,-1730,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,12,17
2426,0,Cash loans,M,N,Y,1,5623,18614,1954,4026,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.22439228215747978,-6603,-623,-398,-399,5.620419288732132,1,1,0,1,1,0,3,2,2,SUNDAY,15,0.8088275040277892,0.9284896948788156,0.6722497553463759,0.3902688897513181,0.07057761445590717,0.5453668642349963,0.028687575599595075,0.1868631760347007,0.17286640535707312,0.205441146703952,0.19485723292092447,0.3327680585143161,0.46132846502957325,0.08737152136534129,0.5639664872558868,0.046795970872535425,0.25391439112412684,0.1974007803617652,0.14870898790009102,0.08378510150835353,0.12189830428717811,0.4316823763102389,0.10068460972269136,0.21120484351377947,0.053157618529192076,0.07223431672487486,0.11521110835512313,0.15693736265054015,0.5404738988413238,0.22883955841988046,0.5079657689674384,0.3672378521455515,0.2116721390571321,0.42289297354204286,0.1477759247176043,0.19914857960655585,0.08647858955891916,0.43732920963306293,0.40758371214600814,0.022581101454108087,0.19935359237407868,0.13884919974042528,0.16481092897594626,0.28781078922933795,0.2758990541543918,0.31501188899853994,0,4,2,0,-179,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,17
2427,0,Cash loans,M,N,Y,3,24303,42818,4394,20145,Unaccompanied,Working,Higher education,Married,House / apartment,0.18461747089735556,-8177,-4246,-286,-169,0.5964208186497367,1,1,1,1,1,0,3,3,2,MONDAY,14,0.7118238902660794,0.23428915922441754,0.46081022101184493,0.377732990212383,0.1268879956539857,0.14540153421646676,0.4902340269421072,0.1749445271669384,0.1200076355751652,0.3899161991478251,0.5222654473745157,0.1015210209577807,0.262974847094597,0.16477606544207649,0.26078630189668617,0.19957294985803437,0.012771307370579521,0.14037529685164624,0.1373084680255487,0.044729273228184395,0.4833942569205932,0.2897676510368511,0.13179814279029523,0.4769871297649745,0.21983351824896902,0.28820371901073377,0.11062916552284205,0.07747120756573952,0.3293566747745729,0.1462199247570589,0.5974079651853815,0.1633967082793224,0.3380033385939927,0.6162973073487997,0.539188069173819,0.21421811269854202,0.45272667966129787,0.47299589366416345,0.46247348666919696,0.10629101050530808,0.5372087877429108,0.3350169736990572,0.3414340951790851,0.4160057126225817,0.19404895911290138,0.15543897569259818,1,0,0,0,-405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,15,18
2428,0,Cash loans,M,Y,Y,0,8589,20232,3987,16349,Family,Working,Secondary / secondary special,Married,With parents,0.2285812206131866,-18313,-993,-1396,-683,4.453373834583968,0,1,1,0,1,0,1,2,2,MONDAY,19,0.2903697171677978,0.8042109999915568,0.22854467134145579,0.15476519591742535,0.2077753240425166,0.1453644658164396,0.38825822201403126,0.22465050803622458,0.5843405503942664,0.33325629827841685,0.32343106705359403,0.04560525173997539,0.497566381625857,0.6740279693511947,0.4548718021200594,0.09675542449516372,0.28990305581646864,0.5531992844296062,0.3146581420138354,0.16145072719008055,0.18956751765809096,0.035128823967091966,0.3569394972419581,0.14998097688676332,0.2825351715906296,0.532387436094751,0.10061528133838797,0.2465832140592277,0.24313433467005802,0.5979855704840975,0.21123907346761878,0.7292003647831217,0.3531430256627031,0.44918533576519326,0.1348082191812589,0.03235380469805135,0.12335638844513074,0.36032963145488583,0.37408768772378537,0.756088164325087,0.42700696321349924,0.0721476001973232,0.16358246377537458,0.30652167553169396,0.3057066091198138,0.14962015049656263,3,0,5,0,-472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,11,17
2429,0,Cash loans,F,Y,Y,1,9206,30245,5899,19910,Unaccompanied,Working,Higher education,Single / not married,With parents,0.34093432236608506,-7306,-3074,-1246,-16,4.881120149576887,1,1,1,1,1,0,1,1,3,SUNDAY,0,0.5029691282242444,0.16555250812876737,0.670491064970637,0.16882238857897053,0.13815723178538794,0.44125815101628946,0.3490495391043291,0.3234638224598749,0.48260789209382265,0.14212199413308357,0.35178431290211,0.3387219684760531,0.18827477720016605,0.1712375717217492,0.43315419145058737,0.31014215364173603,0.6297918471321289,0.28743707464719503,0.3138856485436433,0.25561948012314256,0.29814870803283594,0.1436901830315549,0.08610954681523297,0.30753571227505516,0.10850233283347867,0.23817583958342153,0.5378453767026871,0.5638502757519878,0.30967301730806873,0.5033077848063656,0.6100608402051169,0.398659444535198,0.2399394325207035,0.18558475252524606,0.20433262903469032,0.2482300338241229,0.24195518573048544,0.35193420912034473,0.01337864171742135,0.47674303739386714,0.25070890122033734,0.13211316565934644,0.18642176942154248,0.2514310711666089,0.2035692883883338,0.2924456225919025,0,2,1,0,-1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,7,5,17
2430,0,Cash loans,F,N,Y,1,6623,35223,2785,6026,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.22474329359807865,-21775,-1072,-2936,-1930,0.027979075830891657,1,1,0,1,1,0,7,2,3,WEDNESDAY,15,0.6936374060680496,0.40821282115098473,0.46433401842286376,0.5078781745901312,0.28089951960132553,0.33575816614662857,0.21514911462962394,0.10406184660323123,0.3430950629013968,0.24550976201144328,0.18362165395088761,0.09124257919868757,0.41938952734374874,0.04812866738048346,0.25191502594384796,0.3078880266232546,0.2544904971061221,0.04850434529113827,0.07843298698596399,0.09490963121347012,0.485833590177364,0.17860626439739213,0.1128320306183366,0.14905964445075043,0.13177657995324255,0.6517010629170089,0.4758688291248192,0.19576696751347644,0.33293132274415715,0.47504862169026696,0.2639504382830223,0.4069791201930952,0.1653485401059463,0.3902680419961612,0.37513777420111305,0.35213886328166255,0.46692253480697615,0.6728988722761717,0.24265636636692373,0.4063681025187127,0.03314479179730688,0.4489428819286772,0.18641529516145725,0.3363938367354077,0.23273826761709468,0.30522977117947314,1,0,1,0,-544,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,10,9,24
2431,0,Cash loans,F,Y,N,5,33248,33612,1910,25322,Family,Working,Secondary / secondary special,Single / not married,With parents,0.09778253043614388,-14787,-282,-1116,-1190,4.43704550195352,1,1,1,0,1,1,5,3,3,TUESDAY,20,0.5342236021961448,0.203947227802387,0.6418809180238183,0.24977765911717395,0.2806215977486286,0.5263324230166173,0.29287694182642593,0.2525895914649361,0.4342358885943505,0.6254872332619476,0.06641076008330375,0.15659788657957807,0.03946346799069142,0.42392975675511574,0.1581696720349639,0.24078220981223902,0.1855620637133283,0.38457477334757023,0.15591353264920113,0.41997996515928365,0.4360843326062526,0.17324068715085036,0.09545006925783477,0.3392223888498315,0.4124468082162942,0.06682798163987387,0.06832031023219105,0.050681193093770005,0.05789912189898419,0.13560608129499957,0.1348284719741942,0.2269102256346346,0.427465219152443,0.3732637512684581,0.4063030842248178,0.19069230429925427,0.7159073208718792,0.3913227331375721,0.09525130207327828,0.3119841695327792,0.17773999610407823,0.22864269148614813,0.5502933894282207,0.37632276353366273,0.33670592473140903,0.22439918250621466,3,0,2,0,-286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,6,24
2432,0,Cash loans,M,Y,Y,0,18573,21891,4530,23248,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.27698858586871156,-12085,-1367,-2458,-323,1.9489411550278948,1,1,1,0,1,0,0,2,2,MONDAY,13,0.21219988671652068,0.31271633996808235,0.20066255145191172,0.1908865393675468,0.2724466685074778,0.2923459137597899,0.2919408929905075,0.11870262609613677,0.4198029032745393,0.29676354106730773,0.048542700782611616,0.5516509492872463,0.20097046184222833,0.5948597309729846,0.31722365568185945,0.4374506741217678,0.4169103859454139,0.2907913594110979,0.7281925579743664,0.30436798465444603,0.018214587289939507,0.24558943445059336,0.15321528387545716,0.08077215198084572,0.2250363596275429,0.5337487307583255,0.07723934551518026,0.4035504076460626,0.28366067651129895,0.16075850714354498,0.3339750719317895,0.16312894294392705,0.30322077110943935,0.08475236488576729,0.30091036193631343,0.39831844965103896,0.1529040225337339,0.47721404110454424,0.3132022391865873,0.054795292515772843,0.2691076088067809,0.2184606698273004,0.8049943297704435,0.1586179314005082,0.13406001046195926,0.262147389622883,5,1,0,0,-580,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,30
2433,0,Cash loans,M,Y,Y,2,5032,22135,5658,5902,"Spouse, partner",Commercial associate,Incomplete higher,Married,Municipal apartment,0.2215948440049254,-10704,-2796,-198,-955,1.1447058880136627,1,1,1,1,1,0,1,3,2,MONDAY,18,0.5401671231996165,0.33954578490042614,0.7139921527386494,0.3493597614779094,0.10153410042408756,0.1642563498428588,0.3056645496338036,0.06901698265302184,0.25795021008250424,0.19684821211276263,0.03747561580994232,0.16532325473221263,0.31688607587770673,0.10018372400649796,0.36810567820805423,0.01700749006242615,0.27252887381153695,0.18151748528920308,0.10270630238452585,0.17096039094568283,0.3697736459940873,0.24959124927000118,0.29876052263862735,0.05293263279529393,0.49192754483441975,0.15974704527949707,0.41000150436813004,0.060229524015785796,0.5828887351510529,0.20018357542435675,0.23067446110470738,0.209453447477964,0.14557321762003964,0.27028544768799473,0.3322600168299261,0.151919158604309,0.41400363825341924,0.13666524483587297,0.29746881781749523,0.6425138235740847,0.3838955973884002,0.523251719835732,0.258287261980096,0.30788103805229655,0.46474080143465574,0.39212297357780956,2,1,1,0,-870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,13,17
