RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.02471077510422967,32,0,0.8876894105385982,1828,7,0,1,1,1,0
0.29427231666945186,19,0,0.10081763895138783,4995,4,1,1,0,1,0
0.273098694064736,48,2,0.6000059481643024,2521,6,2,0,1,1,1
0.11821106832660093,20,1,0.2505818685274521,3334,12,0,1,1,1,1
0.24704003910407038,46,1,0.42761713921751854,8160,5,0,2,0,2,1
0.1982340517895635,44,1,0.7663493310624558,33236,5,0,1,0,1,0
0.5216809367142239,41,1,0.9257210415121223,15629,13,0,0,0,1,0
0.47168393314148144,36,2,0.7445012011313499,22742,8,0,3,1,1,0
0.26590184975061876,70,0,0.9154750802923033,1932,7,0,2,1,0,0
0.18813487039840102,34,1,0.48662668110079277,10153,6,0,0,1,1,0
0.13945242926427362,41,1,0.18277629688977165,7389,8,0,6,2,0,0
0.16299465657013945,44,0,0.2518621776522931,3529,5,1,2,0,2,0
0.19710957757229042,60,0,0.36752649246627506,7073,7,0,0,0,0,0
0.09226774417634526,55,0,0.3328656986188181,2262,4,1,3,0,0,0
0.07631200051049714,34,2,0.22726100197709725,2665,8,2,2,0,2,0
0.41921235847298083,58,1,0.6475693684516145,9754,8,0,0,1,0,0
0.3756540411870219,46,0,0.6412639205892223,3855,6,0,1,1,1,1
0.31785601952860437,58,0,0.8410117439525365,20292,4,0,0,0,0,0
0.48579451204443924,32,2,0.6231419730650956,864,7,0,0,1,2,0
0.21173274110438126,44,0,0.3239619696302284,741,5,1,0,0,0,0
0.21652079879374053,55,1,0.4513370633050598,8741,8,0,0,0,0,0
0.3194658136603177,50,0,0.5552763936828405,2390,6,1,3,0,1,0
0.2510293001393017,55,0,0.6511990576997363,22395,6,0,0,0,1,0
0.3577810282558106,63,1,0.5266773958897671,952,9,1,0,0,1,0
0.6479926782284596,53,0,0.11890238698586192,7738,13,1,2,0,0,1
0.08116625622401277,46,2,0.1807489566184204,7646,7,0,1,0,3,0
0.34534694087904105,45,0,0.2223523632083242,8381,6,0,2,0,0,0
0.33445620777608104,46,1,0.2107275427035146,4473,4,1,0,0,0,0
0.10218503282750066,37,2,0.3215988741093011,3611,9,0,0,0,0,0
0.11127546709307955,20,2,0.7385546806589259,1337,5,0,2,0,1,0
0.1914640502136957,36,1,0.12330259037685311,2155,6,0,0,0,0,0
0.38262518420533104,36,0,0.45030089099069237,5418,12,0,0,0,2,1
0.45423486089775483,37,2,0.34513881542610947,1063,9,0,0,0,0,1
0.3160903182089002,44,1,0.05319498312023934,8043,5,0,0,0,1,1
0.21648067344396055,42,0,0.42846309772009017,4671,7,1,0,1,0,0
0.08281287326424146,64,0,0.21734993980023154,13804,8,0,2,1,2,0
0.14707424412067235,39,1,0.37404806733224627,6502,10,1,1,0,3,0
0.4456834564257768,43,0,0.6390180575812623,5933,7,0,2,0,2,0
0.39148904242281346,45,0,0.2778089149796547,4261,6,0,0,0,1,0
0.22592897763113673,27,0,0.7693006226693592,1873,11,0,3,0,0,0
0.07312928413654854,34,0,0.31325794423962444,1506,6,0,0,0,1,0
0.28220316231616416,43,0,0.398981408033467,5059,12,1,0,0,0,0
0.4401512475394676,46,1,0.5733186362667169,1223,8,0,2,0,1,0
0.6401553871442232,39,0,0.394825532522409,9265,7,0,2,0,1,0
0.39369167193959276,28,1,0.12390311098619596,8379,7,0,0,1,0,0
0.06677934668475552,48,0,0.6660808485558527,4941,14,0,3,0,1,1
0.009125220204052145,57,0,0.18673063676026674,2610,12,2,2,0,3,0
0.2156908263053649,55,1,0.18747810726451128,6041,4,0,1,1,4,0
0.21609718237211842,66,0,0.6415748580647709,7561,7,0,2,0,3,0
0.35871528449354345,56,0,0.7054303049120012,10385,9,0,2,1,0,0
0.1419573466603035,39,1,0.5130877893311926,6615,6,0,0,1,0,1
0.23453577381770646,65,0,0.2528197312834662,1618,9,0,2,0,1,1
0.08706414269043068,76,0,0.5700706112328734,2969,8,1,0,0,2,1
0.16145337832755238,31,0,0.3083559585370786,5432,7,0,2,1,0,0
0.05679085591812101,36,1,0.30143216476729456,9392,11,0,2,0,3,1
0.19135986315684106,43,0,0.7271940973907092,2723,7,1,3,0,2,0
0.30687868630607906,48,1,0.6029250780044895,1843,11,0,0,0,2,0
0.04971796361642858,38,2,0.12408304987909143,4802,5,0,0,0,0,0
0.40484144262274707,36,2,0.24131108349022157,6450,8,0,1,0,1,0
0.38377195513158296,28,0,0.18920275260850505,8399,5,0,2,0,0,1
0.12303220008859973,43,0,0.36277137423991374,5045,11,0,0,0,1,0
0.3484912711442171,28,1,0.23644801097927134,718,10,0,4,0,0,0
0.20499681524269106,59,0,0.36064670527442283,1500,9,1,0,0,0,1
0.35898566270850263,50,1,0.2683322303415447,6851,10,0,0,0,3,0
0.46096345669820216,40,0,0.5130244196151457,10623,11,0,0,0,2,1
0.38165924995879086,44,0,0.4800058425334815,9791,8,0,3,0,2,0
0.5171210741095027,47,1,0.2736049729910234,3692,11,1,1,0,2,0
0.4782042582492039,37,0,0.5719099697893603,7929,11,0,1,0,0,0
0.2610691825662745,63,0,0.5318288793306342,6380,14,0,2,1,2,0
0.04434411108745307,65,0,0.44510081563904813,3149,3,0,2,0,2,1
0.5757817764151387,55,0,0.5513005632453757,17592,6,0,1,1,1,0
0.08705714130803578,45,1,0.7179941968061273,11452,5,0,0,0,0,0
0.2737600429068048,70,0,0.5919089787966089,2542,7,1,0,0,0,1
0.12749956182962713,55,0,0.2731374482923108,14281,6,1,0,0,0,0
0.26046775339406814,60,0,0.39781905458860567,6371,8,0,0,0,0,1
0.11542053420490266,32,1,0.6091374850802332,6923,8,0,1,0,1,0
0.5245334150191528,31,2,0.16427161337743912,1334,7,0,4,0,1,0
0.1667265872291056,56,0,0.32485120048305194,3217,6,1,2,1,0,0
0.41506642542071204,44,0,0.3924980816731207,3592,8,0,3,0,0,0
0.31997641234063534,47,0,0.26658480202937984,2715,9,0,0,1,1,0
0.0876526637927164,22,0,0.3142888989388636,2166,8,0,2,1,2,1
0.2746769601481263,32,0,0.5465889266827136,17952,13,0,1,0,0,0
0.22251494346615427,42,1,0.37271343090054176,2095,9,0,1,0,0,0
0.16952137237508622,54,0,0.7554187254060183,5764,11,0,0,1,0,1
0.3709186980229637,47,0,0.743797098080283,1028,4,1,2,0,1,0
0.38287103963710656,50,0,0.21115206225185995,3138,8,0,1,0,0,0
0.19783246291767,60,0,0.14753860546899747,20941,5,0,5,1,4,0
0.19364614576822783,47,1,0.7299601114625155,11870,8,1,1,0,0,0
0.4181087073066783,50,0,0.3380407815424276,2012,7,1,4,0,0,0
0.21979557010856224,55,0,0.48028941664115704,2590,8,0,2,0,1,0
0.2630186225625993,61,1,0.6023985012084035,15185,7,0,3,0,0,0
0.3435756507148038,62,0,0.5751379686035754,8032,6,0,2,1,0,0
0.1669478732176453,50,1,0.3926424324006141,10152,10,0,1,0,0,0
0.5861606927982685,57,0,0.39955589623556775,9781,6,2,4,1,2,0
0.2144194618335037,45,0,0.40530915643555643,6402,8,0,1,1,2,0
0.08856495156437919,43,0,0.10773090682815126,2326,8,0,1,0,1,0
0.05465888848260841,36,0,0.4244738617297621,8782,7,0,1,1,0,0
0.6888378510379619,41,0,0.596732085755706,3351,10,0,2,0,0,1
0.17178260577974416,27,0,0.15254760766991046,2649,4,0,0,1,1,0
0.5768493177074917,67,1,0.10845448627384477,9627,7,0,0,2,0,0
0.3655404498563951,59,0,0.26318824844294236,7862,8,0,1,0,1,1
0.191609041396062,49,2,0.26440459720457654,6398,7,0,3,2,2,0
0.3187512368347733,30,0,0.3192467594161998,20457,3,0,1,0,1,0
0.3356064923012248,60,0,0.19487695686655737,4416,5,0,1,0,0,0
0.20015373801797418,49,0,0.5142607066542569,7422,8,0,0,1,1,1
0.12048418461412207,32,0,0.4333532264844921,6356,5,0,1,1,2,0
0.2957292300443844,70,1,0.5758939807480535,5120,4,0,0,1,2,0
0.24858892907161217,39,0,0.5859818670609368,19374,9,0,2,0,0,0
0.32282787849159883,50,1,0.4249340827021466,17187,5,1,0,0,0,0
0.2838656485813687,62,2,0.5817915532494998,1804,5,1,0,0,1,0
0.12250250250742248,18,0,0.5233678869023439,19837,6,0,3,0,0,0
0.3279749391746577,25,2,0.4974503575443185,3879,10,0,1,0,1,0
0.367171675209444,39,0,0.24075849676997496,1747,7,0,1,0,3,1
0.1851255606964631,66,1,0.4153396245970979,3566,14,0,1,1,3,0
0.14936248835300567,66,0,0.16893428652956669,4190,11,0,1,0,1,1
0.1703355547952625,64,0,0.6041250616983225,2201,9,0,0,0,1,0
0.06612849907688989,35,0,0.47052385804005387,7350,5,0,0,0,1,0
0.1412114260061535,42,1,0.5138731499973345,1189,7,0,1,1,1,0
0.12558384170464296,54,0,0.11260931952222175,3055,8,0,0,1,1,1
0.0434928864754378,34,0,0.057118426078219986,7745,6,0,0,0,1,0
0.6043670148956254,52,1,0.6484244472205039,2738,10,0,1,0,1,0
0.24382227617156302,49,1,0.15714859028295014,3316,11,0,2,0,1,1
0.33822054426451414,39,1,0.24153992545586508,3873,9,0,0,0,4,0
0.21657499119625648,43,0,0.5918566940900855,3500,3,0,1,0,0,1
0.563469297316762,39,1,0.2089042037913378,11401,5,1,3,0,1,0
0.2603748246689517,58,2,0.6491510486686665,984,7,0,1,0,2,0
0.2898321404793046,69,0,0.432393013005527,5851,5,0,0,0,0,0
0.17516918559867922,55,0,0.10314991325211131,3200,10,0,1,0,1,0
0.07425777063153967,66,1,0.5590612192142514,5515,5,0,0,0,0,0
0.1043979391662608,57,2,0.24235341617351522,3065,3,0,1,0,0,0
0.33498749624354746,82,2,0.19664981405382484,5913,9,0,0,0,4,0
0.3231423189060034,54,2,0.2379859477814981,13829,14,0,0,0,1,0
0.3111438897380931,18,0,0.5517835480522253,4693,12,0,2,0,0,0
0.06543013263742085,39,0,0.13779575275270428,6008,8,0,0,1,1,0
0.4619540474755213,44,1,0.45349400363535775,2595,8,1,0,0,0,0
0.1786039402761869,30,0,0.4608091634904077,6673,11,0,4,0,2,0
0.3061930563278636,54,0,0.19858536725880882,3225,11,0,1,1,0,0
0.5851235168668691,60,0,0.2688337015338865,6323,10,0,0,0,1,0
0.3337586515454909,54,1,0.1665740851325797,6924,8,1,2,0,0,1
0.19038085086052645,33,1,0.5504525914592991,17858,6,0,2,1,3,0
0.4195290508459466,40,0,0.6264306925624735,4620,9,0,0,1,2,1
0.18746823865940282,58,1,0.30652776718023184,6195,8,0,0,0,0,0
0.03304512931087646,61,0,0.5324380481058065,8190,10,0,1,0,2,0
0.1432171615294552,74,3,0.6388019432133816,14601,12,1,1,0,1,0
0.32905513729519537,52,1,0.3690928092418596,15787,12,0,0,0,1,0
0.33233297256614763,63,0,0.6512762446286409,1874,7,0,0,0,3,1
0.28637698547161844,29,1,0.727659123105685,8506,7,0,0,2,1,0
0.6000102797206351,42,0,0.6189224969728775,13719,5,0,1,1,3,0
0.0550535299930336,18,0,0.45198288623767613,17308,10,0,1,0,0,1
0.019585666853759467,34,1,0.319712281705049,3836,8,1,3,0,1,0
0.5065560021437325,44,1,0.7382515757802551,4799,15,0,0,0,1,0
0.34133156671313075,57,0,0.5067648844185999,10641,9,0,0,0,1,0
0.4925643068758577,41,1,0.44162706240852173,3671,6,0,0,0,1,0
0.1193987062624922,18,0,0.3335966690838098,8911,6,0,1,1,1,0
0.647263584859471,65,0,0.4596715256637722,16640,9,0,1,1,0,0
0.36948005932087985,52,1,0.28040986343112356,1867,6,0,1,0,2,0
0.04722878729062935,30,0,0.6670164635154819,6000,7,0,0,0,0,0
0.1280215023996451,30,0,0.24661493466236808,5640,6,0,2,0,1,0
0.18698920954262951,43,0,0.2713309145010443,3048,9,1,0,0,3,0
0.29718384626168914,57,0,0.25732713700250576,11469,5,0,2,0,1,0
0.6741454267082089,66,3,0.6003387926704068,1228,13,0,2,0,1,1
0.2677161248868181,39,0,0.48283787521539456,9158,10,0,0,0,1,0
0.14474345299067404,34,1,0.822433204219646,2809,8,1,0,1,1,0
0.18531204013259744,36,0,0.3495372971643687,5602,4,0,0,0,0,1
0.44655648098182427,40,0,0.9014616514675248,1350,5,0,0,0,1,0
0.25524344350846034,63,0,0.3240409590443001,3342,8,0,0,0,2,0
0.10837393680405952,33,1,0.5102197014254092,5877,6,0,2,0,0,1
0.18639797942441208,47,0,0.08334695368646894,4797,8,0,0,1,1,0
0.40624071069061457,18,1,0.024031765208748966,12089,7,0,1,1,1,0
0.1396389986829845,43,0,0.32993167148023733,4753,11,0,0,1,0,0
0.21100501177007502,77,0,0.27521552980076125,5381,12,1,3,0,0,0
0.2902930672213283,42,1,0.08202955755899291,1544,10,0,3,1,1,0
0.16398589664332333,42,1,0.519802644001825,7669,5,0,0,0,1,1
0.21192942197248607,24,1,0.3610755626487386,991,15,1,1,1,2,1
0.16720741821127025,37,0,0.28163541892615235,4043,9,0,2,0,1,0
0.2696660267436655,59,0,0.5651489281958694,6453,5,0,0,1,0,0
0.48247404702640573,44,1,0.2978579615946684,1121,5,0,0,0,2,0
0.5219099841333071,27,0,0.34199289540644,12051,10,1,2,2,0,0
0.5113902623280847,36,1,0.241350869507797,1718,8,0,2,0,2,0
0.02432924820569291,48,0,0.28171282781725043,1351,6,0,1,0,0,1
0.18881326619892927,60,1,0.8043357438344496,2304,14,0,0,0,1,0
0.20576728602820887,29,1,0.6137900505977354,7978,9,0,1,0,1,1
0.3301972042765707,71,1,0.06317234143683756,3142,5,0,1,1,2,0
0.24605421844005784,41,0,0.4501252093690606,2733,10,0,1,0,0,0
0.35954780243224554,52,0,0.4269949121647986,5821,8,1,2,1,2,0
0.3597814638368643,39,0,0.43370045502575055,6130,7,0,1,0,2,0
0.12335323185174234,56,0,0.39917033353965803,10652,9,0,1,0,1,0
0.3312445157325772,38,1,0.19221590489727727,6832,11,1,1,0,0,0
0.2584229497717151,37,0,0.36268291123366103,1104,3,0,1,0,2,0
0.2761858165662761,18,0,0.4756613060415207,1212,8,0,0,1,0,1
0.37980243095339505,35,1,0.7310326603436786,1006,9,1,1,0,0,1
0.2939236441924128,71,0,0.29458305198300816,4598,10,0,1,0,1,0
0.2236657300904353,30,0,0.3470997569423754,12172,9,0,2,1,1,0
0.3724257386282886,24,0,0.5690147004288651,27195,7,1,0,0,0,1
0.3387508643713984,39,0,0.211327256597061,1010,10,0,0,0,1,0
0.6994533299970936,58,1,0.5549287015713653,8036,9,0,0,1,1,0
0.3764477646996314,43,0,0.08947434521106411,7534,10,0,0,1,0,0
0.2475246258072089,46,3,0.6475392882349508,1110,12,0,1,1,1,0
0.154638269434457,50,0,0.5019443951930825,8803,12,0,0,0,0,0
0.12765939240010724,57,1,0.5006537452392368,19010,9,0,1,0,0,0
0.2288469605121129,38,0,0.7513199321577306,13226,9,0,0,0,0,0
0.2927671460076398,45,0,0.6492741919844081,4991,6,0,2,0,1,0
0.07968343225700979,39,1,0.2177643387308603,9753,6,0,2,0,0,0
0.370772848907287,43,0,0.14674839114237787,576,4,0,1,0,1,0
0.07793181377373003,26,0,0.4739624177888454,3757,8,0,1,0,1,0
0.11569416758911145,40,1,0.48893270571582687,7623,9,0,0,0,1,1
0.358417162333056,50,1,0.7183065720231446,12215,8,0,0,0,0,0
0.3527515444176179,38,0,0.45181294948526673,5368,12,0,2,0,0,0
0.21572796389245266,32,0,0.5097274044588006,672,8,0,1,0,2,0
0.30605248327101253,18,0,0.8040520024900989,13055,9,0,0,0,1,0
0.39170710637406597,51,0,0.6189018025070627,1582,12,0,1,0,0,0
0.2678321248304175,45,0,0.39383892556979044,4736,11,0,1,2,2,1
0.547492798778433,41,2,0.4945616135192729,4077,10,0,1,1,1,1
0.35417705375222225,50,0,0.4143477803242774,5138,11,0,2,0,0,1
0.35972968191562876,52,0,0.36985514056997143,5099,8,0,0,0,0,0
0.10526025390270469,61,0,0.17295347094628494,7424,5,0,1,0,1,0
0.5863957342466298,29,0,0.5917309500395338,13516,8,0,2,1,1,0
0.4421637110267017,38,0,0.7001754922162192,14347,6,0,0,0,3,0
0.2304418063862422,60,0,0.2866249856989606,30121,7,0,3,0,1,0
0.02704185737992373,18,0,0.6419341464422856,10164,14,0,1,0,3,0
0.08888843905642685,62,1,0.5040899317926112,6840,7,0,0,0,2,1
0.4704631234449641,34,0,0.6613489398721526,4810,7,0,1,0,2,1
0.21520491942328626,21,0,0.24971977499500705,3352,9,1,1,0,1,0
0.5282853584284886,42,0,0.23053952828559274,1791,7,0,3,0,2,0
0.13718646268734638,40,0,0.21993601656779574,6385,10,1,1,0,0,1
0.5693589144159796,55,0,0.2813263016085909,6387,5,1,2,0,1,1
0.26322847449248543,43,0,0.7176849266612033,3790,11,0,0,0,2,0
0.4622962431811269,36,1,0.21104299227961895,2671,11,1,2,0,3,1
0.06079592625007202,34,0,0.6035901079325761,61581,10,0,1,0,0,0
0.19708826228957108,49,1,0.043383801359929204,5211,6,0,3,0,1,0
0.31418330740199635,47,0,0.23334207082578706,13943,11,0,1,0,1,0
0.3906591661343804,47,3,0.18052799927453483,2157,10,0,0,1,1,0
0.17620837127808578,38,1,0.5024319077956689,5820,10,0,0,2,1,0
0.31688995147947074,56,0,0.35439244649315405,2519,9,0,0,0,2,0
0.300419192667922,39,1,0.6331927771014175,2130,6,0,0,0,1,0
0.19805330435724594,56,1,0.6494693415785737,8577,8,0,1,2,3,0
0.4797543426320238,66,0,0.3339527455142294,4706,6,0,4,0,0,0
0.007834234775336303,51,0,0.5465733322490205,3960,7,0,1,0,1,1
0.3645206903425246,35,0,0.4379018475120301,8259,8,0,1,0,0,0
0.4648197487823014,52,0,0.17189565746602167,4759,14,0,0,0,0,1
0.16314938044056618,40,0,0.09652881684614105,3995,13,0,2,0,1,1
0.3053054524830167,44,1,0.7963943329268164,5951,8,1,0,1,1,1
0.6184335863297447,28,1,0.27744112055226977,3763,6,0,0,0,3,0
0.1863289384231781,49,1,0.8122424960952128,6667,12,0,1,0,0,0
0.3909359429897051,42,1,0.3634784063650948,853,6,0,1,0,0,1
0.11174820721564312,50,0,0.4307452419233613,955,7,0,2,0,1,0
0.1844726851118371,19,0,0.1437445798648654,2435,5,0,1,0,2,0
0.1437896680611432,41,0,0.08553221556023897,21335,7,0,0,0,2,0
0.1017292459380719,18,0,0.37993396523613693,7387,5,0,0,1,1,0
0.19934834111986158,47,0,0.26815819064015356,4655,8,0,1,0,0,1
0.7033012066035195,58,0,0.6536160202041711,2884,11,1,0,0,0,0
0.6797906008593201,48,0,0.35604739172086003,1451,8,0,0,0,0,0
0.2949029507796962,36,0,0.22263442243751255,5608,9,0,0,1,1,0
0.29779066430900003,61,0,0.4201089282881952,3695,7,0,1,0,1,0
0.21776561636861702,49,2,0.6453453567454529,5371,7,0,1,0,0,0
0.39433664702993565,27,0,0.21509270471587894,4416,5,0,0,0,1,0
0.38312009080478726,46,1,0.5945985574545171,7731,11,0,0,0,3,0
0.0855187492906912,36,1,0.29173408300194237,5090,9,0,1,0,2,0
0.2557944635710791,18,0,0.21906733057284908,3912,10,0,0,0,0,1
0.12617692505262879,36,1,0.10890627260459323,10733,4,0,0,2,2,0
0.08234398726671271,52,0,0.2919556375422702,5216,7,0,2,0,0,0
0.3599737571050921,35,0,0.33400280301606,4887,4,0,2,0,0,1
0.27433469234073793,25,0,0.387661328680642,6340,8,0,1,1,3,1
0.07315430560751816,36,1,0.6341943323165669,14893,10,0,2,0,0,0
0.14517242569727953,36,0,0.23719343957269828,31051,8,0,0,0,3,0
0.37712518600150036,33,0,0.3020132489142511,3267,10,0,1,1,1,0
0.5289197175137795,49,1,0.2883785606647363,12008,6,0,1,0,1,0
0.1477784208416337,31,0,0.33603587801326873,6381,9,1,0,1,1,0
0.25891098066999185,55,0,0.29292476867431944,3256,11,0,2,1,1,0
0.14684918970091637,42,0,0.18909444311529428,2032,6,0,1,0,0,1
0.320457247009247,40,1,0.23693837470652568,6823,7,0,0,0,1,0
0.15359282156427373,18,0,0.2839764483018167,6934,8,0,1,0,0,0
0.430619011752456,33,0,0.2676878758250864,6480,6,0,2,0,1,0
0.34258958833059344,59,2,0.7594321274436062,776,4,0,0,1,3,1
0.48283649065268297,45,0,0.689725954094253,7213,7,0,1,0,0,1
0.12723224672236522,32,0,0.28915122440529484,11575,9,0,2,0,1,0
0.11003928364581335,71,0,0.11346874606770256,3447,6,0,1,1,0,0
0.06787980725708558,48,1,0.2813119481807736,3025,5,0,0,0,0,0
0.3057661584598715,67,2,0.4163376398341076,4721,6,0,2,0,1,0
0.41008907271858747,51,0,0.27620859105165496,18313,8,0,0,0,0,0
0.43716723206490654,48,2,0.3355684638610917,3938,9,0,1,0,0,1
0.30419374754654405,51,0,0.20235031798751765,5145,3,0,1,0,2,1
0.1096904237576694,37,0,0.365782211364376,4752,8,0,2,1,2,0
0.3739502857196982,52,0,0.22772236419154995,3009,9,0,2,0,0,0
0.013667172924463311,38,0,0.3701986182871932,2812,10,1,2,0,1,1
0.05415428911067016,27,0,0.6013730927322483,1812,8,1,0,0,0,0
0.1317725520545168,46,1,0.43440606177345864,11898,4,0,3,0,0,1
0.35823039790105177,28,0,0.6357198043873195,8690,12,0,1,0,2,0
0.36137078565037767,20,1,0.31574800878799925,12919,7,0,0,0,2,0
0.1649599330898343,56,0,0.4410913232057529,6864,11,0,0,0,1,0
0.4948477999751494,55,0,0.19003594401950202,2293,8,0,2,0,0,0
0.35770973950639173,63,2,0.4146593240202504,13290,9,1,1,0,1,1
0.43246273115658573,34,0,0.10390092884279448,5955,8,0,0,0,2,1
0.25608288236333554,35,0,0.6977306406424343,8158,6,2,0,0,0,1
0.27518307332167574,51,3,0.027644936347285574,6087,9,1,0,0,1,1
0.14204350899995824,36,1,0.484380893369663,3697,7,0,1,0,1,1
0.22632589199828163,27,0,0.16215537912096628,3870,7,1,1,0,0,1
0.3961593462031362,36,2,0.6228120191966325,9527,8,0,0,1,1,0
0.12022320641660902,24,1,0.4975935633005656,11279,11,1,3,1,2,0
0.4815258999346806,39,0,0.14621049151878843,9343,10,0,0,0,1,0
0.42387243037549005,80,1,0.1847595894783769,5831,10,0,3,0,2,0
0.11596510545346278,18,0,0.8883794854578103,2990,7,0,2,0,0,0
0.30506717912842574,23,2,0.1737471497461342,12368,14,0,0,1,1,0
0.6046928261739555,93,0,0.5633774148110314,8005,6,0,1,0,1,0
0.10276503074203584,55,1,0.11243966208385729,2961,3,0,0,0,1,1
0.30710183754869674,57,0,0.6167330879820714,7952,12,0,0,0,0,0
0.41093516590434015,37,0,0.5660878527999237,3286,8,1,1,1,0,0
0.19017086816246112,40,0,0.22053617195739422,10053,9,0,0,0,3,0
0.08251579205423075,48,0,0.5108057739242257,41624,10,0,1,2,2,0
0.5519685354535567,42,2,0.31775183058578427,15014,3,0,3,1,0,1
0.40213028991426775,57,0,0.37586084079788346,16577,7,0,3,0,1,0
0.18647673611020057,19,1,0.13553227190624495,4291,5,0,1,1,3,0
0.17221681245605336,36,0,0.5355103365481441,5276,11,0,2,2,0,0
0.3453526954719956,45,0,0.42769375523340397,75810,11,2,0,0,1,1
0.05095146655974771,36,0,0.5630212288266108,2400,9,0,1,1,1,1
0.30309661954422445,63,0,0.13731897577576274,2085,11,0,0,0,1,0
0.0531032172703382,62,1,0.03443766292170522,1458,10,0,0,1,0,0
0.09079372697130578,41,0,0.22024358103290612,14826,9,1,0,0,1,0
0.33322764077006045,63,2,0.19357209054279517,1970,3,0,0,0,1,0
0.4638090598933001,22,0,0.3804114056382879,1385,8,2,1,0,0,1
0.5267160610999515,18,1,0.16854619182564073,2986,15,0,2,0,1,0
0.45491242537033366,49,0,0.2571026061205382,6613,11,0,0,1,2,1
0.20168750827832715,18,1,0.5719559419985926,2933,8,0,2,0,0,1
0.14788372583031995,45,0,0.5201644131316415,11978,3,2,0,0,2,0
0.1361929969354818,48,1,0.20048485107476133,6925,5,0,2,0,1,0
0.19801469336216748,33,0,0.4217645712342007,3931,7,0,2,0,2,0
0.37778202614492756,57,1,0.1636349365120618,3537,9,0,1,2,1,0
0.12709776507230372,50,2,0.4520256027978607,8962,6,1,0,0,0,1
0.5201894454939906,48,0,0.02261388287462652,8072,6,0,2,0,0,0
0.7417547463095225,41,0,0.37944932134382103,1213,2,0,2,0,1,1
0.5494226188954904,28,0,0.12370348314357346,1859,11,0,2,0,1,1
0.46264121451026924,54,0,0.2403023921755845,1914,16,0,1,1,1,0
0.2594540062866545,53,0,0.24659205212009216,10037,8,0,0,0,1,0
0.3199502576913583,55,1,0.4224986608958738,6158,4,1,2,0,1,0
0.23833343868801468,67,0,0.08298629471995424,4082,7,0,0,0,2,0
0.521996869165844,68,1,0.09140703099538361,11676,11,0,3,1,3,0
0.4408787443483066,57,0,0.15029186480354098,4874,11,0,1,0,2,1
0.11926079430060388,77,1,0.35064771284419544,6941,10,0,1,0,0,0
0.035350215635715866,57,2,0.4753513990371572,2167,7,0,0,0,2,1
0.4595977138325073,53,0,0.7463565116391022,1356,8,2,0,1,1,0
0.2622960153093909,50,1,0.28671828727806153,23082,17,0,1,0,1,0
0.2843745918623775,43,0,0.37195047000677,3926,9,0,0,0,3,0
0.29563742681647537,49,1,0.28819145948699904,8234,9,0,2,0,1,0
